SessionID,Avg_Session_Duration_Min,Pages_Per_Session,Bounce_Rate_Pct,Scroll_Depth_Pct,Click_Through_Rate_Pct,Cart_Additions,Search_Queries_Per_Visit,Newsletter_Signup_Rate_Pct,Video_Plays,Social_Shares
7251,7.25,6.05,34.48,88.86,3.64,0.0,0.76,2.01,2.31,1.28
7252,5.35,0.56,60.8,42.81,4.7,4.0,2.17,3.44,6.05,1.28
7253,10.34,2.48,34.28,73.75,4.31,4.43,3.03,0.95,3.0,0.0
7254,6.28,3.56,32.46,62.58,3.91,3.04,1.69,2.0,3.91,0.72
7255,5.52,3.07,63.97,84.96,3.75,0.27,0.0,4.12,2.88,0.0
7256,4.06,1.24,67.81,37.06,3.45,1.74,2.72,4.0,3.98,1.94
7257,2.16,7.3,0.0,67.86,0.95,0.99,0.21,2.22,0.74,0.45
7258,8.06,2.63,3.27,59.43,5.48,2.56,1.72,4.53,1.37,1.18
7259,2.03,5.46,48.29,81.45,2.06,2.44,0.02,2.93,0.0,0.67
7260,7.4,5.94,58.97,56.1,2.42,0.43,2.58,1.62,1.5,1.16
7261,3.86,4.0,78.33,41.08,4.46,0.13,0.0,4.58,0.52,0.44
7262,2.26,5.48,38.5,40.67,3.54,1.53,0.07,0.0,1.81,0.57
7263,11.19,0.99,47.61,59.87,3.59,2.58,2.46,0.56,4.15,1.5
7264,7.9,5.97,44.19,36.89,3.05,0.13,4.15,0.0,1.85,0.45
7265,4.57,5.1,43.05,58.36,4.47,0.51,0.11,3.47,2.94,0.29
7266,6.85,4.61,19.12,10.91,6.17,2.66,1.04,1.8,0.49,1.8
7267,5.45,2.41,44.38,55.15,1.92,2.61,0.25,3.88,0.0,0.29
7268,3.62,3.2,30.3,100.0,4.17,1.31,3.36,2.8,3.56,1.32
7269,7.92,6.74,30.12,55.84,5.34,3.81,1.63,1.27,0.0,0.92
7270,6.19,7.64,60.54,60.73,2.9,1.53,0.55,3.03,1.96,1.23
7271,8.55,5.11,30.91,38.89,4.05,0.92,1.73,1.05,1.82,0.79
7272,6.14,5.15,60.9,32.57,2.52,0.04,1.03,2.43,0.0,0.73
7273,5.27,3.81,21.35,28.81,3.92,3.25,0.35,2.0,1.59,0.17
7274,10.53,1.69,27.01,23.83,1.62,0.11,0.22,3.03,0.27,1.27
7275,3.02,9.4,46.23,46.16,2.94,3.36,3.09,1.45,1.04,1.43
7276,4.37,3.63,58.59,69.36,5.24,1.74,0.2,2.88,1.13,0.76
7277,3.72,3.89,65.29,57.3,3.64,3.05,0.7,3.82,1.37,0.0
7278,7.13,4.39,26.93,54.76,3.37,2.28,1.07,3.09,0.24,0.83
7279,3.25,2.64,63.34,60.56,5.53,3.76,2.7,0.32,1.44,0.0
7280,5.52,3.95,46.91,37.96,2.73,3.15,1.03,4.7,4.31,1.41
7281,7.81,4.74,9.14,46.43,2.76,0.0,2.43,6.15,1.13,2.6
7282,6.52,2.08,62.69,77.87,2.42,5.02,2.65,0.0,0.75,0.0
7283,1.41,6.15,51.6,59.97,7.45,5.07,1.72,2.96,1.26,2.42
7284,2.22,1.22,63.04,51.55,2.58,0.0,1.27,3.74,1.01,0.0
7285,0.5,5.28,52.69,64.06,3.51,0.0,2.19,5.14,2.33,0.67
7286,8.99,5.5,40.88,61.61,0.43,0.22,3.55,1.01,1.56,0.33
7287,8.95,3.89,71.45,44.18,4.23,0.44,1.93,1.37,2.81,1.27
7288,8.5,4.81,51.89,47.93,3.64,2.1,2.75,0.05,3.08,0.0
7289,11.0,6.67,15.17,82.63,3.76,1.59,1.84,4.0,2.51,0.13
7290,7.58,5.2,39.78,37.13,4.36,0.0,2.77,2.14,2.7,0.05
7291,12.07,2.3,44.29,74.95,1.6,3.79,2.66,3.05,0.05,1.75
7292,5.28,3.02,62.59,68.29,1.82,1.35,1.57,0.0,1.25,0.01
7293,9.59,5.01,70.54,55.73,3.08,1.83,0.67,4.58,2.69,0.71
7294,3.65,3.81,32.75,72.35,6.2,4.76,1.77,1.0,0.0,0.0
7295,4.61,5.19,39.85,63.2,3.76,0.96,1.55,2.16,2.66,1.34
7296,3.5,3.1,31.26,53.15,2.46,2.91,2.53,4.1,1.94,0.59
7297,2.32,3.27,67.9,35.3,4.07,2.46,0.94,2.54,3.58,0.04
7298,4.12,2.55,53.52,44.31,1.95,0.25,3.29,0.98,1.6,0.86
7299,5.74,4.91,14.81,47.34,6.41,2.59,3.92,2.2,0.05,0.71
7300,2.6,0.5,45.08,45.22,4.29,4.96,0.0,2.01,0.68,1.46
7301,4.25,3.31,47.42,97.63,6.23,4.04,3.55,2.97,1.03,0.27
7302,7.23,7.26,60.51,43.35,3.06,1.46,3.91,2.63,2.27,0.16
7303,8.84,2.31,61.98,69.6,3.3,6.8,0.0,1.37,2.93,0.07
7304,11.39,0.0,53.81,72.96,2.87,1.96,2.19,2.38,1.78,2.02
7305,7.51,2.6,34.25,58.63,6.71,2.27,0.0,0.0,3.38,0.16
7306,9.44,0.58,45.52,46.94,2.53,1.29,2.02,4.06,1.54,0.69
7307,6.98,0.0,34.02,44.59,3.14,2.09,1.08,3.06,3.29,0.42
7308,3.8,4.56,72.74,22.85,4.08,2.19,0.87,4.46,2.02,2.32
7309,5.05,1.37,32.06,44.99,1.9,1.34,2.16,1.35,1.63,0.6
7310,6.66,1.77,53.26,34.58,2.07,1.39,0.18,1.47,1.6,0.0
7311,6.85,7.47,41.99,48.59,4.82,0.56,2.05,0.0,0.0,0.48
7312,8.34,8.09,50.21,12.92,4.42,2.3,2.97,3.09,1.91,0.23
7313,1.72,1.62,58.3,32.05,3.44,2.12,0.88,0.73,0.42,2.28
7314,5.89,2.69,68.24,89.77,2.93,3.18,1.34,3.95,1.07,0.11
7315,8.25,6.05,10.41,58.46,2.81,2.8,1.11,1.16,0.14,2.28
7316,8.13,7.04,47.29,96.37,1.31,2.28,2.31,3.08,2.79,0.0
7317,11.88,6.66,61.31,49.81,3.09,3.77,1.96,3.92,0.06,0.0
7318,2.58,4.52,56.08,43.77,4.11,1.63,1.94,2.59,0.78,0.0
7319,1.43,4.25,20.82,47.31,3.66,2.12,2.88,3.26,1.95,1.66
7320,7.47,1.43,24.77,69.61,1.08,3.61,0.0,0.0,4.97,0.81
7321,3.59,7.23,22.28,56.0,2.88,0.58,0.02,2.07,2.66,1.74
7322,8.52,6.65,36.28,49.9,2.84,2.58,1.57,3.17,0.98,0.87
7323,4.21,5.01,64.34,25.11,3.87,4.25,2.82,0.0,2.75,0.96
7324,6.41,3.66,25.23,74.99,3.89,2.32,0.5,4.42,1.38,0.4
7325,8.31,4.4,46.16,8.75,2.55,2.65,2.96,2.37,2.17,1.12
7326,7.74,5.56,54.97,60.21,2.63,0.99,0.51,0.12,0.18,1.46
7327,11.13,3.8,8.07,56.93,4.15,3.28,1.0,3.31,1.86,1.17
7328,5.75,2.83,44.02,63.85,4.77,3.58,0.0,1.53,2.54,1.05
7329,2.29,1.96,26.36,57.49,3.75,0.99,0.0,2.92,2.52,0.81
7330,4.33,6.99,30.28,85.99,3.75,0.7,0.15,2.84,2.9,0.0
7331,5.86,5.25,28.75,57.04,2.63,0.1,0.74,1.21,1.96,1.23
7332,7.41,5.07,24.62,68.97,2.3,0.0,0.6,2.96,0.71,0.0
7333,6.69,7.04,58.65,28.81,3.19,3.18,0.63,1.41,2.1,0.35
7334,6.93,1.88,36.18,17.85,3.39,0.92,1.56,1.19,2.51,1.91
7335,0.5,2.2,68.35,72.09,4.11,2.53,0.0,2.49,0.14,0.0
7336,9.62,3.91,44.53,71.91,4.76,3.97,1.9,0.0,3.34,0.0
7337,6.72,4.6,34.53,39.51,3.85,2.37,3.26,3.09,0.12,0.99
7338,4.15,4.13,45.92,57.39,3.79,1.88,1.63,5.23,0.87,3.45
7339,8.39,2.0,38.54,38.25,3.71,2.25,0.93,1.25,2.38,1.03
7340,9.99,4.11,38.89,20.36,3.2,1.03,1.63,1.26,1.56,1.84
7341,10.48,6.43,52.86,38.57,2.77,2.42,3.22,1.02,2.92,1.12
7342,3.52,7.25,79.02,70.67,3.87,1.18,0.56,0.88,2.66,0.5
7343,8.38,5.03,54.94,60.08,4.37,0.0,0.55,0.0,2.43,0.25
7344,9.57,4.17,43.2,64.81,2.43,2.83,1.46,1.36,3.39,2.21
7345,0.53,6.71,18.71,49.16,7.03,1.7,2.13,3.97,2.05,2.14
7346,8.56,7.62,39.77,60.77,4.73,2.28,3.62,4.33,2.25,1.46
7347,2.75,5.38,29.9,56.48,1.19,2.86,2.17,2.67,0.08,0.0
7348,6.67,0.0,60.31,26.22,4.99,0.56,1.42,5.69,1.77,0.32
7349,0.5,4.96,18.93,68.34,6.1,2.27,0.67,4.57,1.12,0.0
7350,9.99,2.13,61.2,54.1,4.7,4.56,2.47,0.49,1.74,0.08
7351,8.01,7.54,45.42,56.0,4.81,0.79,1.55,2.57,4.78,0.0
7352,7.51,2.88,56.61,77.82,4.18,2.14,1.52,0.0,1.2,1.4
7353,9.57,5.49,35.11,32.92,3.37,4.41,1.35,1.29,2.6,1.59
7354,4.71,5.67,61.82,39.42,1.68,0.56,2.6,2.13,0.0,0.29
7355,8.38,5.92,41.87,65.95,2.79,4.67,2.82,0.0,1.15,0.0
7356,6.51,6.54,52.15,100.0,2.65,0.0,1.31,3.47,0.81,0.44
7357,6.49,0.81,50.85,62.53,3.48,2.98,0.0,1.96,0.96,0.0
7358,7.7,3.0,30.13,27.12,1.06,2.89,1.1,0.2,2.5,3.28
7359,3.64,5.55,57.38,74.16,5.34,1.38,0.89,3.61,0.81,0.0
7360,2.5,7.43,48.63,54.97,1.45,0.0,1.3,3.76,2.46,0.58
7361,3.62,1.69,58.06,35.17,4.45,2.68,0.69,1.09,1.22,0.98
7362,7.66,2.37,50.75,96.79,3.15,3.19,1.01,1.95,1.94,1.07
7363,5.87,5.88,68.31,81.87,1.79,0.0,0.0,1.46,3.58,0.88
7364,2.97,2.56,61.13,28.27,3.53,5.07,1.6,2.75,2.24,0.0
7365,3.14,1.4,46.21,66.94,4.48,2.18,3.7,5.41,3.54,0.6
7366,3.76,3.81,67.47,87.46,2.66,4.39,0.11,0.06,1.51,0.29
7367,0.5,5.71,51.1,97.02,5.09,1.08,2.44,2.32,2.31,0.16
7368,7.88,3.82,34.44,53.5,3.47,1.22,0.0,0.48,4.13,1.51
7369,6.02,2.57,49.69,57.72,1.8,1.75,0.22,3.0,1.28,1.06
7370,4.73,7.19,36.32,55.32,4.27,3.65,1.3,2.41,0.0,0.13
7371,5.87,5.04,36.44,56.62,4.1,0.0,0.67,0.0,3.56,2.13
7372,2.85,2.6,18.28,41.27,5.03,3.45,0.65,0.43,1.69,1.84
7373,1.78,3.6,34.58,95.86,3.51,1.87,1.42,3.19,1.72,0.63
7374,8.89,0.0,41.75,64.11,4.91,3.06,1.88,1.14,2.09,1.55
7375,1.18,3.37,42.59,32.35,2.32,0.66,0.6,0.97,1.94,0.57
7376,0.5,2.45,34.75,58.73,1.13,0.0,3.45,2.77,1.98,0.31
7377,1.25,3.48,31.72,57.94,5.12,0.5,1.64,1.45,0.0,0.09
7378,8.86,5.69,44.84,36.19,2.57,1.17,1.61,0.0,1.62,1.99
7379,5.31,7.92,44.1,63.49,2.53,0.64,1.66,0.0,2.36,0.5
7380,7.48,4.23,37.35,31.09,4.56,1.91,1.61,2.56,2.51,0.65
7381,5.72,4.37,43.06,71.45,3.91,1.5,1.86,2.85,3.32,0.03
7382,5.0,4.04,86.67,87.61,1.2,2.82,0.0,0.83,3.11,1.23
7383,8.52,5.7,46.33,18.04,1.94,1.89,1.1,1.12,2.34,1.36
7384,5.07,5.1,64.01,40.42,2.94,0.83,3.08,1.9,3.17,1.32
7385,6.88,5.73,39.62,57.01,4.05,1.09,3.65,1.74,0.75,0.71
7386,7.86,3.56,13.01,16.68,1.87,1.93,1.53,0.74,0.81,0.0
7387,5.94,11.03,35.67,54.54,1.48,3.12,3.19,2.56,2.7,0.0
7388,11.88,1.24,40.14,76.29,3.85,0.92,3.29,3.35,2.17,1.28
7389,4.32,6.41,36.94,71.65,3.5,0.99,2.85,2.55,1.05,1.58
7390,0.92,1.94,27.85,63.77,3.95,0.44,1.15,3.15,2.33,1.23
7391,9.53,3.06,56.77,69.37,3.47,5.77,3.38,2.55,3.21,0.17
7392,5.61,3.92,33.75,84.72,7.5,2.74,3.22,4.65,1.44,0.2
7393,9.31,3.84,0.0,74.92,3.94,1.92,1.14,2.8,0.97,1.84
7394,4.44,4.8,21.9,46.7,2.66,2.58,1.64,2.84,2.23,0.86
7395,9.77,2.94,23.8,36.74,0.0,0.75,1.69,1.81,1.66,2.09
7396,8.34,1.17,48.02,52.34,2.21,4.21,2.47,1.77,2.08,1.44
7397,8.06,3.27,41.1,72.66,4.89,0.67,1.67,3.5,0.68,1.12
7398,1.55,2.61,33.78,36.77,1.63,1.93,0.73,3.92,1.72,1.78
7399,4.46,3.5,50.31,43.39,3.61,3.43,0.0,2.61,1.45,0.08
7400,7.65,7.84,75.52,68.91,3.44,0.0,2.42,2.36,3.71,1.41
7401,3.41,5.12,53.16,64.88,2.87,1.01,1.84,2.87,2.94,0.66
7402,7.46,8.31,41.8,59.57,0.76,0.81,1.0,1.91,0.0,0.0
7403,8.36,5.42,56.1,60.54,3.07,2.59,1.04,4.85,2.23,1.57
7404,2.7,0.0,51.77,77.74,0.6,1.27,1.54,0.0,0.43,1.1
7405,3.18,3.35,37.6,80.69,1.6,0.0,0.0,3.28,0.32,2.46
7406,5.25,7.07,33.16,40.22,3.41,1.58,2.04,1.07,0.55,0.17
7407,5.94,4.03,41.26,38.71,2.08,0.39,0.73,0.94,3.21,1.18
7408,0.5,1.26,57.98,56.32,4.06,2.37,2.49,0.38,4.46,0.27
7409,6.06,4.63,35.58,37.79,3.79,0.67,0.0,1.0,0.14,0.0
7410,6.49,8.49,37.96,61.64,5.29,2.27,0.0,4.76,0.8,1.44
7411,5.01,5.99,43.33,32.01,1.82,1.18,0.0,3.63,1.57,0.3
7412,7.67,6.61,40.21,65.88,2.68,0.04,3.07,2.7,2.25,1.18
7413,7.43,2.05,63.48,52.9,3.53,3.02,1.67,0.11,0.52,0.96
7414,3.99,7.72,32.41,68.41,4.33,3.43,2.0,4.82,2.44,0.04
7415,11.88,5.33,54.65,25.9,2.96,3.46,2.46,0.0,3.43,1.75
7416,5.88,5.22,29.63,42.24,4.61,0.58,2.74,2.4,2.48,0.0
7417,9.45,5.97,31.32,76.88,3.96,1.42,3.43,2.25,0.57,1.51
7418,6.36,4.47,52.81,76.65,3.44,3.63,2.86,0.0,4.28,1.23
7419,4.09,3.98,34.34,80.61,0.99,0.0,1.19,1.85,3.6,0.61
7420,2.83,3.55,27.0,74.81,5.06,0.4,2.34,3.28,3.0,0.3
7421,0.5,3.62,48.53,46.96,5.32,3.35,1.97,2.35,1.11,0.16
7422,4.08,2.6,22.98,39.6,3.47,0.0,3.69,4.36,2.95,1.66
7423,4.46,6.5,25.12,63.2,1.57,2.92,0.12,1.01,0.85,0.0
7424,1.52,2.38,25.25,55.94,2.9,1.23,1.92,2.6,3.37,0.0
7425,7.38,4.09,0.0,62.79,4.63,2.42,2.91,3.46,1.62,0.7
7426,5.84,6.58,56.75,79.46,4.17,0.91,2.43,3.96,2.61,0.83
7427,5.79,2.04,37.54,21.16,4.33,2.05,1.23,0.31,3.62,1.22
7428,9.04,5.83,55.5,50.71,0.0,5.77,1.06,1.42,1.62,2.49
7429,5.12,4.81,56.68,100.0,1.5,2.07,1.42,0.6,1.55,0.47
7430,8.02,4.2,59.5,88.33,6.34,1.79,3.65,1.96,1.14,0.82
7431,6.7,4.23,30.34,50.99,5.12,7.6,2.98,0.0,0.0,0.55
7432,4.3,4.85,34.43,32.67,4.37,3.97,2.15,2.8,1.14,1.43
7433,3.8,0.8,57.9,53.15,2.48,3.88,1.72,1.93,3.41,0.0
7434,5.09,4.69,54.68,42.79,3.57,2.44,0.0,2.97,0.93,1.02
7435,3.04,1.26,37.86,32.56,0.85,2.45,1.54,2.13,2.19,2.78
7436,8.47,7.51,63.68,48.78,3.73,1.55,0.31,0.78,1.59,0.29
7437,3.59,6.78,47.42,75.84,2.54,2.54,0.0,2.06,2.9,1.28
7438,9.67,4.98,65.75,57.75,5.09,0.99,0.0,2.14,0.59,0.94
7439,8.23,2.62,46.18,41.02,7.21,3.55,4.45,1.69,3.74,0.29
7440,9.21,5.33,54.41,41.3,5.35,3.34,1.99,0.0,1.72,0.93
7441,4.3,6.92,49.24,70.65,3.61,1.14,1.8,1.94,2.17,0.0
7442,7.41,2.56,44.85,78.04,2.42,0.0,0.43,1.06,0.0,0.72
7443,1.87,2.23,68.88,51.17,3.16,4.69,0.0,1.73,1.27,0.0
7444,5.26,5.27,57.54,51.76,2.37,3.66,0.91,2.36,0.0,0.59
7445,6.64,2.66,81.37,65.88,2.54,0.0,2.26,0.0,3.23,0.43
7446,0.5,1.61,36.33,73.68,3.42,1.4,0.0,2.85,1.88,0.43
7447,4.36,4.64,27.47,33.48,4.7,3.37,1.31,1.16,1.54,0.02
7448,9.1,4.92,38.66,25.23,3.97,2.87,1.85,3.64,1.51,1.06
7449,5.27,5.04,25.77,29.4,4.77,1.35,2.56,1.9,1.09,1.36
7450,8.38,5.44,49.65,63.16,4.51,1.16,0.5,2.8,0.0,2.45
7451,3.81,6.3,46.37,76.79,2.43,2.19,1.78,3.63,3.17,0.99
7452,3.94,1.09,25.09,59.6,2.44,2.64,2.91,3.58,2.54,1.91
7453,6.99,3.76,48.12,39.16,2.19,4.78,1.35,3.3,0.0,0.0
7454,5.79,1.68,20.39,74.27,5.06,0.74,1.39,4.33,0.95,1.61
7455,3.77,7.2,22.13,25.31,1.82,0.0,1.77,3.13,0.0,1.47
7456,5.66,3.93,60.56,77.62,5.53,0.14,3.92,1.39,1.45,0.0
7457,2.54,6.06,40.81,45.99,4.77,0.05,1.77,1.84,1.0,0.37
7458,5.9,5.53,38.65,47.49,4.19,5.13,2.54,2.54,2.58,0.45
7459,9.78,8.02,62.88,65.15,2.91,1.47,0.08,1.49,0.0,0.46
7460,8.29,4.83,43.03,55.15,1.53,4.09,2.54,1.02,4.32,1.2
7461,4.64,5.06,47.39,54.29,4.62,0.0,1.07,1.42,3.09,2.25
7462,6.81,2.33,40.96,62.17,2.65,2.42,0.72,2.41,0.0,2.87
7463,5.54,0.59,17.59,54.76,6.89,1.71,1.78,2.01,1.61,1.25
7464,7.92,2.85,56.34,49.28,3.42,2.79,0.5,1.44,0.0,0.05
7465,5.88,2.67,52.52,60.75,5.55,4.13,4.71,1.4,2.83,0.47
7466,6.95,3.59,63.47,42.25,4.16,2.38,1.36,1.77,0.0,0.7
7467,0.5,5.06,45.32,81.84,0.18,0.0,0.95,1.53,2.47,0.72
7468,2.96,5.92,51.67,72.5,3.94,2.06,0.0,5.14,1.34,1.74
7469,12.69,4.7,52.46,33.53,5.14,4.22,2.51,1.14,1.04,0.0
7470,5.43,0.4,54.37,15.32,5.59,1.5,0.0,1.42,4.16,1.75
7471,1.18,4.51,23.86,40.9,3.9,2.5,2.51,2.32,2.49,0.96
7472,4.52,6.65,15.91,44.22,3.15,1.64,0.34,3.42,0.93,0.7
7473,6.09,4.43,41.93,48.4,3.15,2.4,0.99,1.88,2.28,1.64
7474,6.28,5.24,28.69,31.92,3.15,2.06,1.33,3.26,3.45,0.84
7475,4.85,2.52,47.3,71.11,5.37,1.19,1.89,4.72,0.12,0.56
7476,7.6,2.66,58.29,71.25,2.22,2.27,0.0,1.56,0.27,0.2
7477,3.95,2.46,39.08,70.29,2.28,3.1,3.23,2.07,2.99,0.67
7478,3.11,3.31,25.1,71.31,3.07,0.87,3.58,2.53,4.2,3.09
7479,6.76,6.12,34.24,40.15,2.14,2.69,2.97,3.79,2.02,1.17
7480,3.4,6.75,5.09,87.35,4.21,1.81,1.68,1.07,1.29,0.0
7481,5.92,6.4,57.89,35.25,2.35,2.13,0.42,1.81,2.81,0.0
7482,8.45,6.31,50.93,29.04,2.57,4.72,2.46,1.58,2.86,0.95
7483,0.59,3.5,34.57,82.99,2.25,0.0,0.0,3.36,1.45,0.16
7484,8.22,2.34,46.56,98.87,3.37,3.38,1.23,0.34,2.49,1.89
7485,8.02,0.0,49.34,30.44,3.99,1.39,0.52,2.41,2.1,1.05
7486,4.62,0.0,43.33,72.49,1.8,2.26,1.36,2.7,1.06,1.57
7487,9.22,0.0,39.07,38.6,4.24,3.69,0.05,1.1,1.67,0.8
7488,9.73,0.68,52.16,53.83,3.91,1.52,1.04,3.94,1.33,1.4
7489,8.57,5.11,26.55,54.62,2.19,0.22,0.3,0.6,0.39,1.9
7490,9.61,6.53,38.58,38.0,5.18,1.91,2.58,1.83,2.18,0.44
7491,7.9,4.15,23.16,74.19,3.55,0.38,0.79,2.72,1.71,0.0
7492,0.83,5.49,44.79,58.67,3.73,4.31,1.96,1.53,1.6,0.02
7493,9.79,0.95,22.83,53.06,2.48,0.66,0.36,0.0,3.19,1.43
7494,5.83,7.95,50.75,52.68,2.9,1.54,1.06,2.27,0.0,1.0
7495,11.26,6.56,29.99,44.74,4.04,2.98,0.28,0.0,0.0,1.26
7496,7.69,4.07,68.79,48.72,0.7,2.13,0.68,1.74,1.45,1.22
7497,2.72,6.15,65.71,67.88,2.78,1.88,0.0,2.3,3.55,0.0
7498,11.64,5.98,41.54,36.11,3.81,3.61,0.0,0.0,0.25,0.32
7499,5.17,6.8,37.23,38.0,3.39,0.07,2.93,2.48,1.95,1.17
7500,4.43,3.7,31.69,40.15,3.35,3.81,1.19,3.35,0.53,0.0
7501,8.3,3.32,51.99,46.19,4.6,1.85,3.06,0.46,1.87,0.44
7502,0.68,7.49,60.68,60.63,5.42,1.6,3.07,1.99,1.57,0.0
7503,3.43,2.8,45.35,66.49,2.95,2.27,1.38,0.14,0.61,0.0
7504,0.5,3.28,47.08,41.49,5.72,2.8,1.3,2.27,1.85,0.53
7505,5.43,4.06,55.11,58.64,4.79,0.79,3.64,2.18,2.85,1.79
7506,6.81,0.85,33.52,31.35,3.67,1.86,2.12,0.54,3.93,0.0
7507,8.09,3.64,39.68,67.81,2.79,3.48,1.77,3.2,4.11,1.06
7508,7.97,7.03,34.78,41.75,3.44,1.91,2.62,3.95,2.33,0.94
7509,11.0,3.34,62.27,31.54,3.15,0.75,1.59,0.76,1.38,1.54
7510,8.45,4.19,64.46,30.0,1.33,2.73,0.0,1.7,1.1,1.25
7511,2.51,4.19,37.07,38.09,3.61,3.1,3.02,4.12,1.81,3.45
7512,10.11,5.5,35.38,50.55,2.18,3.32,0.0,1.66,0.26,1.2
7513,7.21,4.14,61.67,80.56,3.47,2.75,2.68,1.64,3.25,0.52
7514,7.45,7.25,23.49,48.63,2.42,0.29,1.49,3.21,0.0,0.64
7515,6.25,2.2,47.26,84.29,0.21,0.76,1.24,5.3,1.5,1.55
7516,11.43,2.48,50.98,50.03,4.55,2.63,1.35,1.34,2.66,1.85
7517,2.49,4.94,64.45,53.42,2.76,2.47,0.29,0.47,0.26,0.37
7518,4.92,0.89,58.22,83.4,4.54,6.32,0.4,0.46,3.76,0.57
7519,8.5,0.63,40.11,35.24,4.85,1.59,2.04,1.47,2.44,0.38
7520,6.47,4.76,56.72,81.66,3.23,1.13,1.98,4.88,3.98,0.28
7521,7.01,4.78,22.2,62.54,2.75,1.93,0.0,2.99,2.83,2.18
7522,7.07,1.87,63.3,44.94,4.61,4.61,2.69,1.05,1.62,0.15
7523,5.25,4.53,40.73,62.77,5.15,3.35,0.09,0.37,0.85,0.8
7524,0.5,6.76,28.89,56.16,4.92,1.81,1.11,2.0,1.87,0.61
7525,7.98,4.63,63.33,50.19,1.37,0.0,1.35,1.22,3.23,0.58
7526,9.11,3.7,13.06,85.28,3.7,3.8,1.94,1.9,2.01,0.26
7527,0.5,4.62,34.69,72.32,2.73,2.97,3.07,3.64,2.56,0.0
7528,4.49,4.11,39.12,62.65,2.14,2.0,1.45,3.19,3.69,1.25
7529,0.98,2.31,58.92,53.1,0.0,1.31,1.19,3.61,1.47,1.28
7530,5.38,5.71,70.74,42.18,4.6,3.4,0.0,0.0,1.87,0.0
7531,9.82,6.77,58.89,56.73,3.94,1.95,1.89,0.56,2.3,0.94
7532,7.7,6.49,55.88,42.61,3.56,4.19,1.55,2.01,2.46,0.82
7533,8.77,4.91,37.23,59.32,2.51,0.0,0.92,4.48,2.48,1.67
7534,7.52,9.12,52.72,39.85,4.74,2.28,1.34,2.14,0.59,0.93
7535,4.96,4.51,68.81,55.95,3.44,0.0,1.15,1.56,2.52,0.69
7536,8.63,5.37,26.26,31.52,0.78,2.92,0.94,1.68,1.92,0.96
7537,7.36,1.8,40.53,33.7,3.91,0.29,1.88,2.98,1.92,0.97
7538,2.86,4.63,54.51,65.27,1.0,1.81,1.92,0.92,2.31,1.72
7539,6.28,5.23,59.57,70.54,3.12,2.64,3.14,1.59,4.41,0.97
7540,2.85,4.77,44.13,46.78,4.51,2.81,2.12,3.03,3.34,0.36
7541,1.0,3.08,44.94,39.91,3.55,0.41,2.0,2.56,0.0,1.39
7542,1.88,3.92,40.8,44.31,0.0,2.32,0.0,3.11,3.46,1.73
7543,7.41,3.15,29.36,100.0,4.34,1.73,3.26,2.82,3.69,0.14
7544,7.15,5.64,20.54,52.09,0.37,1.98,0.0,4.19,1.43,2.31
7545,3.14,7.13,44.78,63.02,3.07,1.56,1.85,0.92,0.91,0.0
7546,5.8,2.94,50.14,69.72,2.57,3.93,2.36,0.86,2.29,1.85
7547,3.6,4.46,47.05,57.91,3.83,3.67,5.15,3.52,1.37,0.0
7548,5.76,1.95,85.7,49.79,8.51,2.94,3.46,0.0,0.88,0.33
7549,9.09,5.09,33.9,27.91,3.31,0.8,2.01,1.02,0.89,0.58
7550,6.54,0.0,63.53,46.25,4.26,1.85,1.87,0.08,2.39,1.54
7551,6.46,5.22,47.07,72.11,4.1,2.39,0.0,2.79,3.73,1.35
7552,7.72,1.62,51.44,46.76,3.99,4.1,3.28,1.22,2.88,1.59
7553,4.11,7.87,44.95,43.14,1.95,0.0,2.46,0.58,1.59,0.69
7554,6.72,5.37,45.13,40.45,2.79,2.72,1.23,2.52,3.84,0.25
7555,2.68,0.8,35.11,53.11,4.06,1.26,1.44,0.14,0.0,0.08
7556,6.15,2.87,49.28,54.86,3.23,1.38,3.21,3.06,2.7,0.23
7557,6.87,1.77,57.65,53.18,1.01,2.52,0.0,3.17,3.41,0.87
7558,5.93,4.85,20.54,97.87,5.44,0.0,1.45,1.66,1.2,1.07
7559,11.05,3.92,51.87,68.49,4.67,1.42,3.23,2.36,1.63,0.0
7560,6.66,3.77,24.21,77.78,2.72,2.36,0.4,2.86,2.39,0.72
7561,6.55,3.33,29.51,48.49,5.45,2.28,0.56,3.33,0.0,0.0
7562,7.54,2.21,67.9,53.64,5.94,2.61,0.7,2.5,3.28,1.01
7563,7.32,2.73,49.18,51.23,3.19,4.86,5.39,0.0,0.0,0.95
7564,8.88,7.43,50.24,81.19,2.99,1.31,0.0,1.93,0.0,1.39
7565,9.07,6.32,35.12,14.35,4.22,2.24,3.22,1.72,1.31,0.74
7566,4.3,7.26,51.5,67.91,5.03,5.05,2.05,3.36,2.43,0.72
7567,0.5,3.52,34.09,78.04,0.0,2.7,0.79,3.46,0.46,0.6
7568,4.37,0.49,61.02,69.22,2.9,2.92,0.04,2.28,0.0,0.73
7569,5.55,3.89,19.15,53.72,3.19,2.35,0.0,0.13,2.53,0.33
7570,3.04,2.79,54.81,61.09,4.93,1.27,2.55,3.37,3.97,0.35
7571,12.48,2.22,45.32,12.53,2.83,2.24,0.6,1.95,1.94,1.58
7572,9.16,3.57,46.04,22.43,5.86,2.51,1.11,2.28,2.78,1.17
